timestamp,accX,accY,accZ
2,0.96,0.28,0.02
15,0.96,0.27,0.03
28,0.96,0.27,0.03
42,0.95,0.28,0.04
56,0.95,0.28,0.04
70,0.95,0.28,0.04
83,0.95,0.29,0.04
96,0.95,0.29,0.03
109,0.95,0.29,0.03
122,0.94,0.30,0.03
135,0.94,0.31,0.02
149,0.94,0.30,0.02
162,0.94,0.29,0.03
175,0.93,0.28,0.03
188,0.94,0.26,0.04
201,0.94,0.25,0.03
214,0.95,0.26,0.03
228,0.95,0.28,0.01
241,0.96,0.28,0.00
254,0.97,0.30,0.00
268,0.98,0.31,-0.00
281,1.01,0.33,0.02
294,1.03,0.35,0.03
307,1.04,0.45,0.03
321,1.04,0.52,0.06
334,1.04,0.54,0.07
347,1.04,0.55,0.13
361,1.04,0.55,0.17
375,1.01,0.55,0.28
389,0.97,0.46,0.40
402,0.95,0.38,0.45
415,0.95,0.29,0.49
428,0.93,0.26,0.50
441,0.90,0.19,0.53
455,0.89,0.16,0.53
469,0.87,0.13,0.51
482,0.86,0.12,0.50
495,0.83,0.10,0.46
508,0.81,0.05,0.42
521,0.79,0.04,0.40
534,0.78,0.01,0.35
547,0.78,0.01,0.32
560,0.78,0.01,0.25
573,0.78,0.03,0.21
586,0.79,0.05,0.15
599,0.78,0.06,0.13
613,0.79,0.07,0.09
626,0.79,0.08,0.06
639,0.80,0.10,0.01
653,0.78,0.12,-0.04
666,0.78,0.13,-0.06
680,0.78,0.13,-0.08
694,0.79,0.13,-0.10
707,0.81,0.14,-0.14
721,0.80,0.18,-0.18
735,0.77,0.18,-0.20
748,0.76,0.19,-0.22
761,0.75,0.19,-0.22
774,0.76,0.20,-0.24
787,0.77,0.21,-0.24
801,0.75,0.28,-0.28
814,0.74,0.31,-0.29
828,0.73,0.35,-0.31
841,0.72,0.38,-0.33
855,0.72,0.39,-0.34
869,0.73,0.42,-0.37
882,0.71,0.44,-0.39
895,0.68,0.46,-0.43
909,0.67,0.44,-0.45
923,0.66,0.43,-0.46
937,0.64,0.43,-0.47
950,0.62,0.44,-0.48
963,0.57,0.43,-0.49
976,0.56,0.43,-0.48
989,0.54,0.43,-0.46
1003,0.52,0.48,-0.45
1017,0.52,0.54,-0.46
1030,0.51,0.60,-0.46
1044,0.50,0.65,-0.48
1057,0.50,0.73,-0.50
1070,0.48,0.76,-0.51
1084,0.49,0.82,-0.51
1098,0.47,0.86,-0.48
1111,0.50,0.88,-0.48
1125,0.51,0.97,-0.49
1139,0.52,1.05,-0.49
1153,0.51,1.09,-0.50
1167,0.51,1.13,-0.50
1180,0.50,1.13,-0.48
1193,0.47,1.15,-0.46
1206,0.45,1.15,-0.44
1220,0.46,1.13,-0.39
1233,0.43,1.17,-0.36
1246,0.42,1.17,-0.35
1259,0.39,1.17,-0.31
1273,0.39,1.18,-0.31
1287,0.37,1.17,-0.28
1300,0.35,1.17,-0.25
1314,0.30,1.15,-0.20
1328,0.29,1.15,-0.14
1341,0.29,1.16,-0.12
1355,0.28,1.20,-0.09
1368,0.28,1.21,-0.08
1382,0.28,1.23,-0.04
1395,0.28,1.26,-0.01
1409,0.28,1.28,0.01
1423,0.26,1.31,0.06
1437,0.25,1.32,0.09
1451,0.25,1.32,0.14
