timestamp,accX,accY,accZ
2,0.54,0.14,0.81
16,0.54,0.15,0.80
30,0.53,0.15,0.79
44,0.53,0.14,0.79
57,0.53,0.14,0.79
70,0.53,0.14,0.79
83,0.54,0.14,0.80
97,0.54,0.15,0.81
110,0.55,0.15,0.82
123,0.54,0.15,0.82
136,0.54,0.14,0.83
149,0.54,0.14,0.83
162,0.53,0.14,0.83
175,0.54,0.13,0.83
188,0.54,0.13,0.83
201,0.55,0.13,0.83
214,0.55,0.13,0.83
228,0.54,0.13,0.82
242,0.54,0.13,0.80
255,0.54,0.14,0.80
268,0.54,0.13,0.79
282,0.54,0.13,0.78
295,0.54,0.12,0.77
309,0.54,0.12,0.77
323,0.56,0.12,0.77
337,0.56,0.12,0.78
350,0.56,0.13,0.79
363,0.54,0.14,0.79
376,0.54,0.15,0.79
389,0.53,0.16,0.80
402,0.53,0.16,0.80
415,0.53,0.15,0.81
428,0.53,0.15,0.81
441,0.54,0.13,0.82
454,0.54,0.13,0.82
467,0.54,0.12,0.82
480,0.53,0.11,0.83
494,0.52,0.11,0.83
508,0.52,0.11,0.84
522,0.52,0.11,0.84
536,0.53,0.11,0.84
550,0.54,0.11,0.84
564,0.54,0.11,0.84
577,0.53,0.12,0.85
591,0.52,0.13,0.84
605,0.53,0.14,0.83
619,0.53,0.14,0.83
632,0.53,0.14,0.82
645,0.54,0.14,0.81
658,0.54,0.13,0.81
671,0.54,0.13,0.79
684,0.54,0.12,0.79
697,0.54,0.12,0.78
710,0.54,0.15,0.77
723,0.54,0.13,0.76
737,0.53,0.13,0.76
751,0.53,0.12,0.77
765,0.55,0.12,0.78
778,0.56,0.12,0.77
792,0.56,0.13,0.79
805,0.54,0.14,0.81
818,0.54,0.15,0.81
832,0.53,0.16,0.82
845,0.53,0.15,0.82
859,0.53,0.15,0.83
872,0.53,0.15,0.84
886,0.54,0.15,0.84
899,0.54,0.15,0.86
912,0.54,0.16,0.86
925,0.55,0.15,0.87
938,0.54,0.16,0.87
951,0.53,0.16,0.87
964,0.52,0.14,0.87
977,0.52,0.13,0.86
991,0.52,0.12,0.85
1005,0.53,0.10,0.83
1018,0.54,0.08,0.82
1032,0.54,0.08,0.81
1046,0.53,0.08,0.80
1060,0.52,0.09,0.78
1073,0.52,0.09,0.77
1087,0.52,0.10,0.76
1100,0.52,0.11,0.76
1114,0.52,0.11,0.76
1128,0.52,0.11,0.77
1142,0.53,0.11,0.78
1155,0.53,0.11,0.79
1168,0.54,0.11,0.80
1181,0.55,0.12,0.82
1195,0.55,0.13,0.82
1208,0.55,0.13,0.82
1221,0.55,0.14,0.83
1234,0.57,0.15,0.83
1248,0.62,0.21,0.82
1261,0.65,0.25,0.81
1275,0.69,0.33,0.78
1289,0.72,0.40,0.78
1303,0.77,0.55,0.76
