timestamp,accX,accY,accZ
2,0.94,0.31,0.05
15,0.94,0.32,0.05
28,0.95,0.32,0.05
41,0.95,0.32,0.05
54,0.95,0.32,0.05
67,0.95,0.32,0.05
81,0.95,0.33,0.05
94,0.95,0.34,0.04
108,0.95,0.34,0.04
121,0.96,0.35,0.03
134,0.95,0.35,0.02
148,0.94,0.33,0.03
161,0.94,0.32,0.03
175,0.94,0.29,0.04
189,0.94,0.29,0.04
202,0.94,0.29,0.04
216,0.94,0.29,0.04
229,0.94,0.30,0.04
242,0.94,0.31,0.04
256,0.94,0.32,0.06
270,0.94,0.32,0.06
283,0.94,0.33,0.08
297,0.94,0.33,0.09
310,0.93,0.33,0.11
323,0.93,0.34,0.12
336,0.93,0.34,0.14
349,0.93,0.34,0.14
363,0.93,0.36,0.15
376,0.92,0.38,0.15
389,0.91,0.39,0.16
403,0.91,0.38,0.17
416,0.90,0.38,0.17
430,0.89,0.35,0.19
443,0.89,0.33,0.20
456,0.87,0.31,0.21
470,0.85,0.29,0.22
483,0.84,0.28,0.22
496,0.83,0.25,0.22
509,0.82,0.23,0.23
522,0.82,0.20,0.22
535,0.81,0.19,0.21
548,0.81,0.19,0.19
561,0.79,0.20,0.17
574,0.78,0.19,0.16
587,0.78,0.19,0.15
601,0.78,0.17,0.13
614,0.75,0.19,0.10
628,0.74,0.20,0.07
641,0.71,0.23,0.03
655,0.71,0.24,-0.00
669,0.67,0.27,-0.07
682,0.65,0.26,-0.10
696,0.65,0.26,-0.12
710,0.67,0.28,-0.17
723,0.66,0.31,-0.20
736,0.64,0.38,-0.28
749,0.63,0.40,-0.32
763,0.62,0.42,-0.35
777,0.63,0.45,-0.36
791,0.64,0.47,-0.37
805,0.64,0.51,-0.38
818,0.64,0.54,-0.39
831,0.65,0.59,-0.43
844,0.64,0.62,-0.45
857,0.63,0.62,-0.46
870,0.61,0.60,-0.44
883,0.59,0.60,-0.43
896,0.58,0.61,-0.40
910,0.58,0.63,-0.39
923,0.58,0.67,-0.39
937,0.59,0.69,-0.39
951,0.58,0.76,-0.40
964,0.55,0.80,-0.38
977,0.54,0.82,-0.37
990,0.54,0.84,-0.33
1004,0.55,0.86,-0.33
1017,0.55,0.94,-0.35
1030,0.55,0.98,-0.36
1043,0.54,1.02,-0.37
1056,0.54,1.03,-0.37
1069,0.53,1.05,-0.37
1082,0.52,1.06,-0.36
1095,0.52,1.07,-0.34
1109,0.52,1.10,-0.36
1123,0.51,1.11,-0.37
1137,0.50,1.13,-0.37
1151,0.49,1.11,-0.35
1164,0.48,1.11,-0.34
1177,0.46,1.13,-0.33
1191,0.45,1.13,-0.32
1204,0.44,1.12,-0.31
1218,0.43,1.12,-0.31
1232,0.42,1.12,-0.30
1245,0.41,1.16,-0.28
1259,0.40,1.17,-0.26
1273,0.40,1.19,-0.22
1286,0.40,1.20,-0.21
1299,0.39,1.21,-0.19
1312,0.39,1.20,-0.17
1325,0.38,1.20,-0.14
1339,0.38,1.22,-0.11
1352,0.37,1.23,-0.10
1365,0.38,1.24,-0.07
1378,0.37,1.21,-0.06
1391,0.39,1.22,-0.05
1404,0.39,1.22,-0.02
1417,0.40,1.19,-0.02
1431,0.38,1.17,-0.01
1445,0.36,1.16,0.01
1459,0.38,1.13,0.05
1473,0.38,1.12,0.08
1486,0.37,1.10,0.13
1500,0.37,1.10,0.16
1513,0.36,1.10,0.19
1526,0.36,1.10,0.23
1539,0.37,1.09,0.25
1552,0.39,1.08,0.30
1565,0.39,1.08,0.32
1578,0.39,1.09,0.36
1591,0.40,1.10,0.36
1605,0.41,1.12,0.37
1618,0.42,1.12,0.37
1631,0.44,1.10,0.37
1644,0.44,1.10,0.37
1657,0.47,1.12,0.37
1671,0.50,1.17,0.36
1684,0.54,1.18,0.34
1697,0.51,1.18,0.30
1711,0.51,1.15,0.29
1724,0.51,1.06,0.28
1738,0.51,1.02,0.28
1751,0.52,0.95,0.28
1764,0.53,0.91,0.29
1777,0.53,0.86,0.30
1790,0.53,0.83,0.30
1803,0.51,0.79,0.32
1816,0.51,0.74,0.33
1829,0.53,0.72,0.34
1842,0.53,0.64,0.36
1855,0.55,0.61,0.37
1868,0.56,0.56,0.37
1881,0.57,0.53,0.37
1894,0.58,0.48,0.36
1907,0.60,0.46,0.35
1920,0.61,0.44,0.32
1934,0.62,0.42,0.31
1947,0.66,0.40,0.28
1960,0.66,0.39,0.27
1974,0.68,0.36,0.25
1987,0.68,0.32,0.23
2000,0.69,0.29,0.23
2013,0.71,0.24,0.21
2026,0.72,0.23,0.20
2039,0.73,0.20,0.18
2052,0.74,0.19,0.17
2065,0.76,0.15,0.16
2078,0.77,0.13,0.16
2091,0.80,0.10,0.14
2104,0.80,0.09,0.13
2117,0.81,0.06,0.11
2130,0.82,0.06,0.11
2143,0.84,0.07,0.08
2157,0.84,0.07,0.03
2171,0.86,0.09,0.02
2184,0.87,0.11,0.01
2198,0.87,0.13,0.00
2211,0.88,0.14,0.01
2224,0.88,0.13,0.02
2237,0.89,0.14,0.02
2250,0.89,0.16,0.01
2263,0.89,0.16,0.00
2277,0.89,0.16,-0.00
2291,0.89,0.16,-0.00
2304,0.90,0.15,0.00
2317,0.90,0.15,0.00
2330,0.90,0.16,0.00
2344,0.90,0.16,0.00
2357,0.91,0.18,-0.02
2371,0.90,0.19,-0.04
2385,0.90,0.20,-0.06
2398,0.89,0.19,-0.07
