timestamp,accX,accY,accZ
2,0.32,0.57,0.72
16,0.32,0.57,0.72
29,0.32,0.57,0.72
43,0.32,0.57,0.72
57,0.33,0.57,0.72
71,0.33,0.57,0.72
85,0.33,0.57,0.72
99,0.32,0.57,0.72
112,0.32,0.57,0.71
125,0.32,0.58,0.72
139,0.32,0.58,0.72
153,0.33,0.57,0.71
167,0.33,0.57,0.71
180,0.34,0.57,0.72
194,0.33,0.57,0.71
208,0.33,0.57,0.71
221,0.32,0.58,0.71
234,0.32,0.58,0.71
248,0.32,0.58,0.72
262,0.32,0.57,0.72
275,0.32,0.57,0.72
289,0.33,0.57,0.72
303,0.33,0.57,0.71
317,0.33,0.57,0.72
331,0.33,0.57,0.72
345,0.33,0.57,0.72
359,0.32,0.57,0.72
372,0.32,0.58,0.71
386,0.32,0.58,0.72
400,0.33,0.58,0.71
414,0.34,0.57,0.72
427,0.34,0.57,0.72
440,0.34,0.57,0.71
453,0.33,0.57,0.71
467,0.32,0.58,0.71
481,0.32,0.58,0.71
494,0.32,0.58,0.72
508,0.32,0.58,0.72
522,0.32,0.57,0.72
536,0.33,0.57,0.72
550,0.33,0.57,0.72
564,0.33,0.57,0.72
578,0.33,0.57,0.72
591,0.33,0.57,0.72
605,0.32,0.57,0.72
618,0.32,0.58,0.71
631,0.32,0.58,0.72
645,0.32,0.58,0.71
658,0.34,0.57,0.72
671,0.33,0.57,0.71
685,0.34,0.57,0.72
699,0.33,0.57,0.71
713,0.32,0.58,0.71
726,0.32,0.58,0.71
740,0.32,0.58,0.72
754,0.32,0.57,0.72
767,0.32,0.57,0.72
781,0.32,0.57,0.72
795,0.33,0.57,0.72
809,0.33,0.57,0.71
823,0.33,0.57,0.72
837,0.33,0.57,0.72
851,0.32,0.57,0.72
864,0.32,0.57,0.72
878,0.32,0.58,0.72
892,0.32,0.58,0.71
906,0.33,0.57,0.72
919,0.33,0.58,0.71
932,0.34,0.57,0.72
945,0.33,0.57,0.71
959,0.33,0.57,0.71
973,0.32,0.57,0.71
986,0.32,0.58,0.72
1000,0.32,0.57,0.72
1013,0.32,0.57,0.72
1027,0.32,0.57,0.72
1040,0.33,0.57,0.71
1054,0.33,0.57,0.72
1068,0.33,0.57,0.71
1082,0.33,0.57,0.72
1096,0.33,0.57,0.72
1110,0.32,0.57,0.72
1124,0.32,0.58,0.72
1138,0.32,0.58,0.72
1152,0.32,0.57,0.71
1166,0.33,0.57,0.71
1179,0.33,0.57,0.71
1192,0.33,0.58,0.71
1205,0.33,0.57,0.71
1218,0.32,0.58,0.71
1232,0.32,0.58,0.71
1246,0.32,0.58,0.72
1259,0.32,0.57,0.72
1272,0.32,0.57,0.72
1286,0.33,0.57,0.72
1299,0.33,0.57,0.72
1312,0.33,0.57,0.72
1326,0.33,0.57,0.71
1340,0.33,0.57,0.72
1354,0.32,0.57,0.72
1368,0.32,0.58,0.72
1382,0.32,0.58,0.72
1395,0.32,0.57,0.71
1409,0.33,0.57,0.72
1423,0.34,0.57,0.72
1436,0.33,0.57,0.72
1450,0.33,0.57,0.71
1464,0.32,0.58,0.72
1478,0.32,0.57,0.71
1492,0.32,0.58,0.72
1506,0.32,0.57,0.72
1520,0.32,0.57,0.72
1534,0.33,0.57,0.72
1548,0.32,0.57,0.71
1562,0.33,0.57,0.72
1576,0.33,0.57,0.72
1590,0.33,0.57,0.72
1604,0.32,0.57,0.72
1617,0.32,0.57,0.72
1631,0.32,0.58,0.72
1645,0.32,0.58,0.71
1659,0.33,0.57,0.72
1673,0.33,0.57,0.71
1687,0.33,0.57,0.71
1701,0.33,0.57,0.71
1715,0.32,0.58,0.71
1729,0.32,0.58,0.72
1742,0.32,0.57,0.72
1756,0.32,0.57,0.72
1770,0.32,0.57,0.72
1784,0.33,0.57,0.72
1798,0.33,0.57,0.72
1811,0.33,0.57,0.71
1825,0.33,0.57,0.72
1839,0.32,0.57,0.72
1853,0.32,0.57,0.72
1867,0.32,0.57,0.72
1881,0.32,0.58,0.72
1895,0.32,0.58,0.71
1909,0.33,0.58,0.71
1923,0.34,0.57,0.72
1937,0.33,0.57,0.71
1951,0.33,0.57,0.71
1965,0.32,0.58,0.71
1979,0.32,0.58,0.72
1992,0.32,0.57,0.72
2006,0.32,0.57,0.72
2020,0.32,0.57,0.72
2034,0.33,0.57,0.72
2048,0.33,0.57,0.71
2062,0.33,0.57,0.72
2076,0.33,0.57,0.72
2090,0.32,0.57,0.72
2104,0.32,0.58,0.71
2118,0.32,0.58,0.72
2132,0.32,0.58,0.71
2146,0.33,0.57,0.71
2160,0.33,0.57,0.72
2174,0.33,0.57,0.71
2188,0.33,0.57,0.71
2201,0.33,0.58,0.71
2215,0.32,0.58,0.72
2228,0.32,0.57,0.72
2242,0.32,0.57,0.72
2256,0.32,0.57,0.72
2270,0.32,0.57,0.72
2284,0.33,0.57,0.71
2297,0.33,0.57,0.71
2310,0.33,0.57,0.71
2324,0.33,0.57,0.72
2338,0.32,0.57,0.72
2351,0.32,0.58,0.72
2365,0.32,0.58,0.72
2379,0.32,0.57,0.72
2393,0.33,0.57,0.71
2406,0.34,0.57,0.72
2420,0.33,0.57,0.71
2433,0.33,0.57,0.71
2447,0.32,0.58,0.71
2461,0.32,0.58,0.72
2474,0.32,0.58,0.72
2488,0.32,0.57,0.72
2502,0.32,0.57,0.72
2516,0.32,0.57,0.72
2530,0.33,0.57,0.72
2543,0.33,0.57,0.72
2557,0.33,0.57,0.72
2571,0.33,0.57,0.72
2584,0.32,0.57,0.72
2598,0.32,0.58,0.72
2612,0.32,0.58,0.71
2626,0.33,0.57,0.72
2640,0.34,0.57,0.72
2654,0.34,0.57,0.71
2667,0.33,0.57,0.71
2681,0.33,0.58,0.71
2695,0.32,0.58,0.71
2708,0.32,0.57,0.72
2722,0.32,0.57,0.72
2736,0.32,0.57,0.72
