timestamp,accX,accY,accZ
2,0.96,0.27,0.03
15,0.96,0.28,0.02
29,0.95,0.29,0.02
42,0.95,0.29,0.01
55,0.95,0.28,0.01
68,0.95,0.28,0.01
81,0.95,0.27,0.01
95,0.95,0.27,0.02
109,0.95,0.27,0.02
123,0.96,0.27,0.02
136,0.95,0.27,0.01
149,0.96,0.28,0.01
162,0.96,0.28,0.01
175,0.96,0.28,0.02
188,0.97,0.28,0.02
201,0.97,0.29,0.02
214,0.96,0.29,0.03
227,0.96,0.29,0.03
240,0.95,0.29,0.03
253,0.95,0.28,0.04
266,0.93,0.27,0.05
279,0.92,0.26,0.06
292,0.90,0.25,0.08
305,0.90,0.24,0.10
318,0.89,0.25,0.11
332,0.89,0.26,0.11
345,0.87,0.23,0.14
358,0.86,0.20,0.15
371,0.83,0.17,0.18
384,0.81,0.17,0.19
397,0.79,0.14,0.22
410,0.78,0.12,0.23
424,0.75,0.09,0.24
437,0.73,0.09,0.24
451,0.72,0.11,0.24
464,0.73,0.14,0.22
477,0.71,0.18,0.20
490,0.70,0.23,0.16
503,0.71,0.25,0.14
516,0.70,0.31,0.10
529,0.69,0.33,0.08
542,0.69,0.36,0.05
555,0.70,0.38,0.01
568,0.69,0.40,-0.01
581,0.70,0.43,-0.05
595,0.70,0.45,-0.07
608,0.69,0.48,-0.10
621,0.68,0.49,-0.11
634,0.70,0.50,-0.15
647,0.70,0.52,-0.17
660,0.70,0.53,-0.21
673,0.70,0.54,-0.22
687,0.67,0.55,-0.24
700,0.68,0.57,-0.24
714,0.68,0.56,-0.22
727,0.70,0.61,-0.24
740,0.69,0.65,-0.25
753,0.69,0.71,-0.28
766,0.68,0.72,-0.29
779,0.68,0.73,-0.29
792,0.67,0.73,-0.29
805,0.66,0.74,-0.28
818,0.67,0.75,-0.28
831,0.66,0.80,-0.29
845,0.63,0.86,-0.31
859,0.65,0.89,-0.31
872,0.66,0.92,-0.31
885,0.65,0.93,-0.32
898,0.63,0.94,-0.33
911,0.62,0.95,-0.33
924,0.62,0.95,-0.33
937,0.62,0.96,-0.34
950,0.61,0.98,-0.36
963,0.59,0.99,-0.36
976,0.59,0.99,-0.38
989,0.58,0.99,-0.39
1003,0.55,0.97,-0.39
1016,0.52,0.92,-0.38
1029,0.51,0.90,-0.38
1042,0.49,0.88,-0.38
1056,0.48,0.89,-0.38
1069,0.46,0.93,-0.39
1082,0.45,0.94,-0.39
1095,0.44,0.97,-0.37
1108,0.44,0.97,-0.35
1121,0.44,1.01,-0.33
1134,0.44,1.02,-0.33
1147,0.41,1.03,-0.30
1161,0.40,1.03,-0.26
1174,0.38,1.03,-0.24
1187,0.38,1.05,-0.21
1200,0.37,1.06,-0.20
1213,0.38,1.07,-0.18
1226,0.37,1.08,-0.17
1239,0.36,1.08,-0.14
1252,0.36,1.08,-0.13
1265,0.36,1.09,-0.10
1279,0.36,1.09,-0.09
1293,0.37,1.10,-0.07
1306,0.38,1.12,-0.06
1319,0.37,1.12,-0.06
1332,0.37,1.13,-0.05
1345,0.38,1.13,-0.04
1358,0.40,1.12,-0.02
1372,0.40,1.12,-0.02
1385,0.39,1.13,-0.02
1398,0.39,1.13,-0.02
1412,0.39,1.12,-0.01
1425,0.39,1.11,0.02
1438,0.40,1.11,0.04
1451,0.41,1.12,0.05
1465,0.40,1.13,0.05
1478,0.40,1.11,0.06
1491,0.40,1.11,0.07
1505,0.39,1.10,0.10
1518,0.39,1.09,0.12
1531,0.40,1.07,0.15
1544,0.40,1.07,0.18
1557,0.40,1.06,0.20
1570,0.40,1.08,0.24
1583,0.41,1.09,0.26
1596,0.43,1.12,0.29
1609,0.44,1.14,0.30
1622,0.43,1.15,0.32
1635,0.43,1.13,0.33
1648,0.43,1.07,0.35
1661,0.43,1.04,0.36
1674,0.43,0.99,0.38
1687,0.43,0.97,0.39
1700,0.43,0.94,0.40
1713,0.43,0.93,0.40
1726,0.44,0.90,0.42
1739,0.45,0.89,0.43
1752,0.45,0.86,0.44
1765,0.46,0.86,0.45
1778,0.47,0.83,0.45
1791,0.47,0.82,0.46
1804,0.48,0.78,0.48
1817,0.50,0.73,0.48
1830,0.50,0.74,0.48
1843,0.51,0.71,0.48
1856,0.51,0.70,0.47
1869,0.51,0.69,0.46
1882,0.52,0.68,0.46
1895,0.54,0.67,0.44
1908,0.54,0.67,0.44
1921,0.56,0.67,0.42
1934,0.57,0.66,0.41
1947,0.58,0.65,0.39
1961,0.58,0.64,0.39
1974,0.60,0.61,0.38
1987,0.60,0.60,0.37
2000,0.63,0.59,0.36
2013,0.63,0.58,0.33
2026,0.64,0.56,0.32
2039,0.66,0.53,0.30
2052,0.66,0.51,0.28
2065,0.68,0.48,0.28
2078,0.70,0.47,0.28
2091,0.72,0.45,0.25
2104,0.73,0.44,0.23
2117,0.74,0.42,0.19
2130,0.74,0.41,0.17
2143,0.75,0.38,0.14
2156,0.76,0.37,0.13
2169,0.77,0.36,0.12
2182,0.77,0.35,0.11
2195,0.79,0.35,0.10
2208,0.79,0.36,0.09
2221,0.80,0.35,0.08
2234,0.80,0.34,0.08
2247,0.82,0.34,0.06
2260,0.81,0.33,0.05
2273,0.80,0.31,0.05
2286,0.81,0.29,0.06
2299,0.81,0.28,0.06
2312,0.82,0.27,0.06
