timestamp,accX,accY,accZ
2,0.52,0.36,0.74
15,0.53,0.35,0.75
28,0.55,0.34,0.75
42,0.56,0.34,0.75
55,0.53,0.34,0.76
68,0.53,0.35,0.76
81,0.51,0.37,0.76
95,0.52,0.36,0.76
109,0.52,0.36,0.77
123,0.53,0.35,0.77
137,0.53,0.35,0.76
150,0.53,0.35,0.75
164,0.53,0.34,0.75
178,0.54,0.34,0.74
192,0.55,0.37,0.74
206,0.54,0.40,0.74
219,0.54,0.41,0.73
232,0.56,0.41,0.73
245,0.57,0.40,0.72
259,0.59,0.39,0.71
272,0.59,0.40,0.72
285,0.56,0.41,0.73
298,0.54,0.42,0.74
311,0.51,0.39,0.76
324,0.50,0.36,0.78
338,0.49,0.28,0.79
352,0.46,0.22,0.82
366,0.46,0.20,0.84
380,0.45,0.17,0.86
394,0.44,0.14,0.88
408,0.44,0.12,0.88
422,0.44,0.13,0.88
436,0.46,0.19,0.86
449,0.49,0.25,0.85
462,0.56,0.38,0.78
476,0.60,0.41,0.73
490,0.62,0.43,0.66
503,0.62,0.43,0.64
517,0.60,0.43,0.62
531,0.61,0.48,0.61
544,0.62,0.52,0.60
558,0.64,0.54,0.59
572,0.66,0.50,0.60
586,0.66,0.47,0.61
599,0.65,0.41,0.63
612,0.65,0.40,0.64
625,0.64,0.38,0.66
638,0.63,0.37,0.67
651,0.59,0.33,0.69
665,0.57,0.32,0.69
679,0.57,0.30,0.70
692,0.56,0.28,0.72
706,0.56,0.28,0.73
719,0.55,0.29,0.76
732,0.54,0.29,0.76
746,0.53,0.29,0.77
760,0.52,0.27,0.78
774,0.51,0.26,0.78
787,0.51,0.24,0.79
800,0.51,0.23,0.79
814,0.52,0.23,0.80
827,0.52,0.23,0.80
841,0.53,0.25,0.80
855,0.53,0.26,0.79
869,0.53,0.27,0.78
883,0.52,0.29,0.76
896,0.54,0.31,0.76
910,0.56,0.31,0.75
924,0.59,0.31,0.72
937,0.60,0.32,0.72
951,0.59,0.34,0.72
965,0.57,0.36,0.71
979,0.57,0.38,0.71
992,0.58,0.38,0.72
1006,0.59,0.38,0.73
1020,0.60,0.38,0.74
1033,0.60,0.38,0.76
1047,0.59,0.37,0.78
1061,0.59,0.34,0.80
1075,0.58,0.32,0.81
1088,0.56,0.31,0.82
1101,0.56,0.33,0.84
1115,0.56,0.34,0.84
1128,0.58,0.33,0.85
1142,0.59,0.31,0.85
1156,0.59,0.27,0.83
1170,0.57,0.25,0.80
1184,0.56,0.24,0.78
1198,0.54,0.23,0.73
1211,0.54,0.22,0.70
1224,0.55,0.21,0.69
1238,0.57,0.20,0.68
1252,0.57,0.19,0.67
1266,0.59,0.19,0.64
1279,0.60,0.20,0.62
1292,0.61,0.20,0.61
1306,0.62,0.23,0.61
1320,0.61,0.24,0.60
1334,0.62,0.26,0.63
1348,0.63,0.28,0.64
1361,0.66,0.30,0.64
1374,0.68,0.32,0.66
1388,0.67,0.33,0.67
1401,0.66,0.34,0.68
1414,0.65,0.34,0.68
1428,0.65,0.33,0.69
1442,0.66,0.32,0.71
1456,0.66,0.32,0.72
1469,0.66,0.33,0.73
1483,0.66,0.32,0.74
1496,0.66,0.30,0.74
1510,0.65,0.26,0.75
1524,0.64,0.25,0.75
1538,0.63,0.24,0.75
1552,0.63,0.23,0.75
1566,0.63,0.22,0.74
1580,0.62,0.21,0.74
1593,0.63,0.21,0.72
1607,0.65,0.21,0.65
1620,0.65,0.21,0.58
1634,0.66,0.21,0.54
1647,0.68,0.21,0.46
1661,0.69,0.21,0.42
1675,0.73,0.22,0.34
1689,0.75,0.25,0.26
1702,0.77,0.27,0.21
1716,0.78,0.37,0.11
1729,0.78,0.43,0.06
1743,0.77,0.56,-0.01
1757,0.74,0.71,-0.01
1771,0.71,0.76,0.01
1785,0.64,0.78,0.11
1799,0.60,0.75,0.26
1812,0.49,0.64,0.33
1826,0.38,0.55,0.48
1839,0.32,0.53,0.56
1852,0.23,0.50,0.74
1866,0.19,0.50,0.81
1879,0.14,0.48,0.94
1892,0.13,0.44,1.00
1906,0.06,0.34,1.13
1919,-0.03,0.23,1.29
1933,-0.05,0.17,1.37
