timestamp,accX,accY,accZ
2,0.99,0.21,0.07
15,0.98,0.20,0.07
29,0.98,0.20,0.07
42,0.98,0.18,0.08
56,0.98,0.17,0.09
69,0.98,0.17,0.09
82,0.97,0.15,0.09
95,0.97,0.14,0.09
108,0.97,0.13,0.09
122,0.97,0.13,0.09
135,0.97,0.13,0.08
149,0.96,0.13,0.08
162,0.96,0.13,0.08
175,0.97,0.13,0.07
188,0.97,0.13,0.07
201,0.98,0.13,0.07
215,0.98,0.13,0.07
228,0.99,0.15,0.06
241,1.00,0.15,0.07
254,1.00,0.16,0.06
267,1.00,0.15,0.07
280,0.99,0.15,0.09
293,0.99,0.14,0.11
307,0.98,0.14,0.18
320,0.98,0.12,0.23
333,0.97,0.12,0.24
346,0.97,0.11,0.24
359,0.96,0.11,0.24
373,0.92,0.09,0.27
387,0.92,0.06,0.29
401,0.93,0.05,0.32
414,0.95,0.07,0.31
427,0.94,0.08,0.30
441,0.93,0.13,0.26
454,0.92,0.13,0.26
467,0.92,0.14,0.24
480,0.92,0.16,0.23
493,0.91,0.20,0.20
506,0.90,0.21,0.18
519,0.91,0.24,0.15
533,0.93,0.29,0.13
546,0.92,0.31,0.11
559,0.94,0.33,0.09
572,0.93,0.34,0.07
585,0.92,0.34,0.06
598,0.92,0.32,0.06
611,0.91,0.34,0.04
624,0.92,0.35,0.02
637,0.91,0.36,-0.00
651,0.90,0.37,-0.02
664,0.89,0.34,-0.05
677,0.88,0.32,-0.06
690,0.86,0.30,-0.08
703,0.86,0.28,-0.09
716,0.85,0.28,-0.11
730,0.83,0.26,-0.13
743,0.82,0.25,-0.14
757,0.81,0.24,-0.15
770,0.81,0.24,-0.16
783,0.79,0.25,-0.18
796,0.78,0.25,-0.19
809,0.77,0.25,-0.20
823,0.76,0.27,-0.21
837,0.75,0.29,-0.22
850,0.74,0.33,-0.23
864,0.74,0.35,-0.24
877,0.74,0.38,-0.25
890,0.72,0.40,-0.25
903,0.71,0.41,-0.27
916,0.71,0.42,-0.28
930,0.70,0.43,-0.30
943,0.68,0.44,-0.35
957,0.68,0.45,-0.37
971,0.64,0.47,-0.39
985,0.63,0.46,-0.40
999,0.61,0.45,-0.39
1013,0.59,0.44,-0.38
1027,0.58,0.43,-0.39
1040,0.57,0.44,-0.42
1054,0.53,0.47,-0.46
1068,0.52,0.48,-0.48
1081,0.49,0.50,-0.48
1095,0.48,0.50,-0.46
1109,0.47,0.53,-0.45
1123,0.52,0.62,-0.50
1137,0.49,0.67,-0.53
1151,0.49,0.78,-0.60
