timestamp,accX,accY,accZ
2,0.25,0.11,1.14
15,0.29,0.09,1.14
28,0.32,0.11,1.09
41,0.30,0.14,1.03
54,0.32,0.12,0.92
67,0.29,0.11,0.90
80,0.30,0.04,0.82
93,0.29,0.01,0.78
106,0.31,-0.05,0.69
120,0.32,-0.09,0.68
133,0.34,-0.13,0.76
146,0.32,-0.10,0.79
160,0.36,-0.07,0.76
174,0.32,-0.03,0.76
188,0.33,-0.07,0.78
202,0.29,-0.10,0.87
216,0.32,-0.14,0.87
230,0.31,-0.16,0.86
244,0.30,-0.21,0.88
257,0.30,-0.22,0.89
271,0.31,-0.20,0.86
284,0.31,-0.16,0.87
297,0.29,-0.13,0.91
310,0.30,-0.14,0.95
323,0.33,-0.15,0.92
336,0.30,-0.10,0.87
349,0.31,-0.14,0.89
362,0.24,-0.14,1.03
375,0.23,-0.14,1.07
389,0.22,-0.15,1.10
402,0.22,-0.15,1.09
416,0.16,-0.15,1.02
429,0.17,-0.18,0.95
443,0.16,-0.19,0.91
456,0.19,-0.27,0.84
470,0.23,-0.30,0.80
484,0.19,-0.31,0.84
497,0.24,-0.31,0.84
511,0.22,-0.26,0.84
525,0.20,-0.28,0.87
538,0.22,-0.32,0.90
551,0.14,-0.26,0.98
564,0.08,-0.26,1.04
577,0.02,-0.34,1.16
590,-0.03,-0.39,1.19
603,-0.05,-0.46,1.21
616,0.00,-0.52,1.18
630,-0.01,-0.35,1.09
643,0.12,-0.41,0.93
657,0.11,-0.42,0.85
671,0.16,-0.45,0.74
685,0.22,-0.47,0.70
699,0.23,-0.43,0.69
713,0.25,-0.36,0.71
727,0.31,-0.35,0.72
740,0.27,-0.34,0.72
754,0.27,-0.34,0.75
768,0.25,-0.32,0.79
782,0.20,-0.29,0.82
795,0.22,-0.29,0.84
808,0.17,-0.29,0.85
821,0.17,-0.31,0.86
834,0.18,-0.32,0.88
847,0.13,-0.30,0.92
860,0.12,-0.33,0.94
873,0.12,-0.38,0.96
887,0.06,-0.36,0.94
900,0.06,-0.40,0.92
914,0.08,-0.49,0.99
927,-0.02,-0.51,1.04
940,-0.04,-0.61,1.10
954,-0.02,-0.66,1.12
968,-0.02,-0.70,1.18
982,-0.02,-0.70,1.17
996,0.04,-0.72,1.16
1010,-0.03,-0.55,1.05
1024,0.04,-0.51,1.04
1038,0.03,-0.50,1.01
1051,0.07,-0.48,0.91
1064,0.09,-0.52,0.87
1077,0.16,-0.51,0.75
1090,0.16,-0.49,0.76
1103,0.15,-0.44,0.81
1116,0.19,-0.45,0.84
1129,0.13,-0.43,0.85
1143,0.14,-0.44,0.86
1157,0.17,-0.57,0.84
1171,0.21,-0.62,0.76
1185,0.20,-0.60,0.74
1198,0.24,-0.59,0.71
1212,0.23,-0.57,0.72
1226,0.21,-0.52,0.80
1240,0.20,-0.50,0.86
1254,0.19,-0.50,0.86
1268,0.18,-0.51,0.84
1282,0.21,-0.56,0.80
1295,0.20,-0.55,0.79
1308,0.25,-0.54,0.80
1321,0.17,-0.43,0.75
1334,0.35,-0.52,0.86
1347,0.37,-0.53,0.90
1360,0.22,-0.51,0.94
1373,0.24,-0.59,0.99
1386,0.16,-0.53,0.90
1400,0.13,-0.50,0.85
1414,0.23,-0.51,0.76
1427,0.26,-0.45,0.62
1441,0.29,-0.43,0.55
1454,0.31,-0.39,0.55
1468,0.36,-0.37,0.58
1482,0.46,-0.30,0.64
1496,0.51,-0.06,0.68
1510,0.53,0.12,0.68
1524,0.67,0.26,0.68
1538,0.74,0.34,0.74
1552,0.76,0.41,0.77
1565,0.82,0.56,0.78
1579,0.87,0.61,0.77
1593,0.87,0.60,0.74
1607,0.66,0.42,0.82
