timestamp,accX,accY,accZ
2,0.99,0.12,0.03
16,0.98,0.14,0.03
30,0.98,0.14,0.03
43,0.99,0.14,0.04
56,0.99,0.13,0.04
69,0.99,0.12,0.04
83,0.99,0.13,0.03
96,0.99,0.13,0.03
109,1.00,0.14,0.03
122,1.00,0.15,0.03
135,1.00,0.15,0.03
148,1.00,0.15,0.04
162,1.00,0.15,0.04
175,1.00,0.16,0.04
188,0.99,0.16,0.04
202,0.99,0.15,0.05
215,0.99,0.14,0.05
228,1.00,0.13,0.05
241,1.01,0.14,0.04
254,1.01,0.16,0.04
267,1.00,0.17,0.04
280,0.98,0.15,0.04
293,0.95,0.09,0.06
306,0.93,0.05,0.07
319,0.91,-0.00,0.08
333,0.90,-0.03,0.08
347,0.87,-0.07,0.08
361,0.84,-0.10,0.08
375,0.81,-0.12,0.07
388,0.78,-0.19,0.09
401,0.75,-0.22,0.09
414,0.71,-0.27,0.10
428,0.69,-0.28,0.09
441,0.68,-0.26,0.07
454,0.69,-0.22,0.06
468,0.66,-0.13,0.03
481,0.65,-0.04,0.00
494,0.66,-0.00,-0.02
508,0.63,0.13,-0.06
521,0.62,0.17,-0.08
535,0.67,0.28,-0.10
548,0.69,0.45,-0.13
562,0.68,0.55,-0.15
575,0.67,0.69,-0.16
588,0.68,0.73,-0.16
602,0.66,0.75,-0.14
616,0.67,0.74,-0.13
629,0.66,0.76,-0.12
642,0.60,0.75,-0.11
656,0.60,0.72,-0.10
670,0.59,0.69,-0.08
684,0.58,0.70,-0.07
697,0.53,0.72,-0.09
710,0.51,0.69,-0.10
723,0.47,0.73,-0.12
736,0.42,0.67,-0.07
749,0.41,0.65,-0.08
763,0.37,0.69,-0.09
777,0.34,0.74,-0.07
790,0.32,0.80,-0.05
803,0.31,0.84,-0.04
817,0.30,0.98,-0.10
830,0.19,1.00,0.03
843,0.18,1.05,0.03
856,0.20,1.09,-0.01
869,0.20,1.10,0.00
882,0.14,1.13,-0.05
895,0.12,1.12,-0.06
909,0.09,1.08,-0.04
923,0.12,1.05,-0.02
937,0.17,1.06,-0.02
950,0.20,1.22,-0.06
963,0.20,1.29,-0.06
977,0.21,1.40,-0.07
990,0.22,1.41,-0.05
1003,0.26,1.38,-0.02
1017,0.26,1.36,-0.01
1031,0.27,1.35,-0.01
1045,0.29,1.35,-0.00
