timestamp,accX,accY,accZ
2,0.96,0.27,-0.00
16,0.97,0.27,-0.01
30,0.96,0.27,-0.01
43,0.95,0.27,-0.01
57,0.95,0.28,-0.00
71,0.96,0.28,-0.00
85,0.96,0.28,-0.00
99,0.96,0.27,0.00
112,0.96,0.27,0.01
125,0.95,0.27,0.01
138,0.95,0.26,0.01
151,0.96,0.25,0.01
164,0.95,0.25,0.01
178,0.95,0.26,0.01
192,0.96,0.26,0.00
205,0.96,0.26,-0.00
218,0.97,0.27,-0.00
231,0.97,0.27,-0.00
244,0.97,0.28,-0.01
257,0.97,0.28,-0.02
271,0.98,0.28,-0.01
284,1.00,0.27,-0.01
298,1.01,0.27,-0.01
312,1.02,0.28,-0.02
326,1.01,0.28,-0.02
340,1.02,0.28,-0.02
354,1.01,0.28,-0.01
368,1.00,0.28,0.01
381,1.00,0.27,0.03
394,0.99,0.28,0.06
407,0.99,0.29,0.07
420,0.98,0.29,0.10
433,0.97,0.29,0.11
446,0.97,0.31,0.13
460,0.97,0.32,0.15
473,0.97,0.31,0.17
486,0.96,0.31,0.18
500,0.95,0.29,0.19
513,0.94,0.27,0.19
526,0.93,0.26,0.19
539,0.93,0.26,0.19
552,0.93,0.25,0.19
565,0.92,0.25,0.19
578,0.92,0.25,0.19
591,0.91,0.24,0.19
605,0.91,0.24,0.19
618,0.90,0.23,0.19
631,0.90,0.23,0.19
645,0.90,0.22,0.19
658,0.89,0.23,0.18
671,0.88,0.22,0.18
685,0.88,0.22,0.17
699,0.88,0.22,0.16
712,0.86,0.22,0.12
726,0.85,0.22,0.07
739,0.83,0.22,0.07
752,0.84,0.22,0.04
765,0.83,0.22,0.02
778,0.83,0.22,-0.02
792,0.82,0.22,-0.05
805,0.80,0.21,-0.09
819,0.79,0.19,-0.11
832,0.79,0.15,-0.12
846,0.79,0.13,-0.13
860,0.79,0.14,-0.15
873,0.79,0.18,-0.20
887,0.79,0.20,-0.22
901,0.77,0.24,-0.26
914,0.78,0.27,-0.28
928,0.77,0.29,-0.29
942,0.77,0.31,-0.32
956,0.76,0.32,-0.32
969,0.76,0.31,-0.33
983,0.76,0.32,-0.35
997,0.77,0.34,-0.38
1011,0.74,0.38,-0.41
1024,0.75,0.39,-0.43
1038,0.75,0.40,-0.43
1051,0.74,0.42,-0.43
1065,0.75,0.41,-0.43
1079,0.74,0.42,-0.44
1092,0.72,0.44,-0.45
1106,0.71,0.46,-0.47
1120,0.70,0.48,-0.48
1134,0.70,0.48,-0.47
1147,0.69,0.49,-0.46
1161,0.69,0.50,-0.46
1175,0.67,0.52,-0.46
1188,0.65,0.53,-0.48
1201,0.64,0.53,-0.47
1214,0.62,0.54,-0.48
1227,0.61,0.55,-0.48
1241,0.60,0.57,-0.48
1254,0.60,0.59,-0.48
1267,0.61,0.64,-0.50
1281,0.59,0.68,-0.51
1295,0.58,0.69,-0.53
1308,0.57,0.70,-0.55
1321,0.56,0.71,-0.56
1334,0.54,0.74,-0.57
1348,0.54,0.75,-0.57
1361,0.55,0.78,-0.57
