timestamp,accX,accY,accZ
2,0.94,0.27,0.08
15,0.94,0.27,0.07
28,0.93,0.27,0.07
41,0.92,0.26,0.07
55,0.92,0.26,0.07
69,0.93,0.27,0.07
82,0.93,0.28,0.07
96,0.94,0.28,0.07
109,0.94,0.28,0.08
122,0.94,0.29,0.08
135,0.93,0.29,0.08
148,0.93,0.28,0.08
161,0.93,0.29,0.08
174,0.93,0.29,0.08
187,0.94,0.30,0.08
200,0.94,0.30,0.09
214,0.94,0.30,0.11
227,0.95,0.30,0.12
241,0.95,0.30,0.15
254,0.96,0.30,0.17
268,0.96,0.31,0.17
281,0.97,0.33,0.20
294,0.97,0.34,0.22
307,0.97,0.38,0.29
321,0.98,0.39,0.32
335,0.96,0.40,0.37
348,0.96,0.37,0.40
362,0.95,0.36,0.41
375,0.93,0.34,0.42
389,0.92,0.33,0.42
402,0.90,0.32,0.43
415,0.89,0.31,0.43
428,0.86,0.30,0.42
442,0.83,0.27,0.41
455,0.82,0.25,0.40
468,0.80,0.21,0.37
481,0.79,0.19,0.35
494,0.78,0.17,0.30
507,0.77,0.17,0.27
521,0.77,0.17,0.21
535,0.77,0.18,0.14
548,0.76,0.19,0.11
561,0.76,0.20,0.06
575,0.77,0.20,0.04
588,0.77,0.22,-0.01
602,0.77,0.23,-0.03
616,0.77,0.24,-0.07
630,0.77,0.23,-0.12
643,0.77,0.24,-0.14
656,0.76,0.24,-0.17
669,0.76,0.24,-0.18
682,0.76,0.27,-0.22
696,0.75,0.29,-0.23
709,0.74,0.31,-0.25
723,0.75,0.30,-0.26
736,0.75,0.31,-0.27
750,0.73,0.33,-0.28
763,0.73,0.35,-0.28
777,0.71,0.39,-0.29
790,0.71,0.41,-0.29
803,0.69,0.43,-0.27
816,0.69,0.44,-0.27
829,0.68,0.46,-0.26
842,0.66,0.48,-0.27
855,0.65,0.51,-0.28
869,0.65,0.55,-0.30
882,0.65,0.57,-0.32
896,0.64,0.61,-0.35
910,0.63,0.63,-0.37
924,0.60,0.66,-0.41
938,0.57,0.68,-0.44
952,0.58,0.68,-0.45
966,0.57,0.70,-0.48
979,0.60,0.74,-0.53
993,0.59,0.77,-0.55
1007,0.58,0.81,-0.61
1021,0.58,0.83,-0.63
1034,0.57,0.81,-0.65
1047,0.54,0.78,-0.64
1061,0.52,0.77,-0.64
1075,0.51,0.76,-0.62
1089,0.50,0.75,-0.61
1102,0.50,0.76,-0.60
1115,0.50,0.80,-0.58
1129,0.49,0.81,-0.57
1142,0.48,0.81,-0.54
1156,0.47,0.82,-0.53
1170,0.46,0.84,-0.53
1184,0.44,0.86,-0.52
1197,0.43,0.87,-0.52
1210,0.43,0.91,-0.49
1224,0.42,0.92,-0.48
1237,0.41,0.95,-0.48
1251,0.41,0.98,-0.48
1265,0.39,1.02,-0.47
1278,0.38,1.05,-0.45
1291,0.37,1.05,-0.44
1305,0.36,1.06,-0.40
1319,0.36,1.07,-0.39
1332,0.35,1.10,-0.36
1345,0.34,1.11,-0.34
1358,0.32,1.12,-0.31
1371,0.32,1.12,-0.26
1385,0.32,1.12,-0.23
1399,0.31,1.14,-0.20
1413,0.31,1.15,-0.19
1427,0.31,1.17,-0.18
1440,0.31,1.17,-0.17
1454,0.31,1.17,-0.16
1467,0.32,1.16,-0.15
1481,0.32,1.17,-0.15
1495,0.31,1.16,-0.14
1509,0.31,1.15,-0.13
1523,0.31,1.14,-0.12
1537,0.31,1.14,-0.11
1550,0.31,1.14,-0.11
1564,0.34,1.15,-0.11
1578,0.35,1.16,-0.12
1592,0.35,1.16,-0.12
1605,0.35,1.17,-0.11
1619,0.38,1.17,-0.10
1632,0.41,1.18,-0.10
1645,0.43,1.24,-0.12
1659,0.44,1.28,-0.14
1672,0.47,1.31,-0.15
1686,0.47,1.30,-0.14
1699,0.46,1.28,-0.09
1713,0.45,1.26,-0.06
1726,0.45,1.25,-0.04
1739,0.45,1.21,-0.01
1753,0.46,1.19,-0.01
1767,0.46,1.16,-0.01
1781,0.46,1.12,0.01
1794,0.46,1.09,0.04
1807,0.47,1.06,0.09
1820,0.47,1.05,0.09
1834,0.49,1.04,0.10
1847,0.50,1.02,0.11
1860,0.52,0.99,0.12
1874,0.52,0.96,0.13
1887,0.53,0.94,0.14
1900,0.53,0.90,0.15
1913,0.54,0.89,0.14
1927,0.56,0.87,0.12
1940,0.56,0.87,0.10
1953,0.58,0.85,0.10
1966,0.59,0.84,0.10
1979,0.61,0.82,0.10
1992,0.62,0.80,0.11
2005,0.63,0.75,0.11
2018,0.64,0.73,0.11
2031,0.63,0.70,0.10
2044,0.64,0.68,0.09
2058,0.64,0.66,0.09
2071,0.65,0.62,0.10
2085,0.66,0.60,0.11
2098,0.68,0.54,0.14
2111,0.69,0.51,0.15
2125,0.70,0.47,0.16
2138,0.72,0.46,0.16
2151,0.72,0.46,0.14
2164,0.75,0.44,0.13
2177,0.74,0.43,0.13
2190,0.74,0.41,0.13
2203,0.74,0.40,0.14
2216,0.74,0.37,0.15
2229,0.74,0.35,0.16
2242,0.75,0.32,0.16
2255,0.75,0.30,0.16
2268,0.75,0.28,0.15
2281,0.75,0.26,0.14
2294,0.75,0.24,0.13
2307,0.75,0.23,0.13
2320,0.76,0.22,0.12
2334,0.76,0.22,0.12
2347,0.77,0.22,0.11
2360,0.78,0.21,0.10
2373,0.78,0.21,0.10
2386,0.79,0.22,0.09
2399,0.80,0.23,0.08
2412,0.81,0.25,0.07
2425,0.81,0.24,0.06
2438,0.83,0.23,0.05
2451,0.83,0.24,0.04
2464,0.84,0.25,0.02
2477,0.84,0.25,0.02
2490,0.85,0.24,0.03
2503,0.86,0.24,0.03
2516,0.86,0.23,0.03
2529,0.87,0.23,0.03
2542,0.88,0.23,0.00
2556,0.89,0.24,-0.02
2569,0.89,0.26,-0.04
2582,0.88,0.28,-0.05
2596,0.89,0.27,-0.06
2609,0.90,0.26,-0.09
2623,0.90,0.25,-0.11
2637,0.90,0.22,-0.13
2650,0.91,0.18,-0.14
2664,0.92,0.17,-0.14
