timestamp,accX,accY,accZ
2,0.32,-0.78,0.68
15,0.31,-0.68,0.69
28,0.35,-0.29,0.74
41,0.44,-0.04,0.80
55,0.57,0.54,0.93
68,0.66,0.71,0.95
82,0.75,0.77,0.91
96,0.73,0.49,0.86
110,0.70,0.31,0.81
124,0.65,0.03,0.74
138,0.58,-0.21,0.69
152,0.54,-0.30,0.66
165,0.48,-0.41,0.64
179,0.46,-0.41,0.63
192,0.45,-0.28,0.67
205,0.48,-0.14,0.70
218,0.57,0.21,0.80
231,0.62,0.38,0.87
244,0.70,0.59,0.87
257,0.70,0.52,0.88
270,0.68,0.40,0.87
283,0.60,0.06,0.86
296,0.55,-0.12,0.85
310,0.47,-0.44,0.84
324,0.43,-0.51,0.84
338,0.45,-0.37,0.89
352,0.53,0.09,0.97
365,0.59,0.32,1.00
379,0.67,0.63,1.00
392,0.69,0.65,0.98
406,0.70,0.47,0.92
420,0.68,0.22,0.83
433,0.67,0.13,0.79
447,0.72,0.10,0.78
460,0.71,0.21,0.79
473,0.73,0.40,0.78
486,0.73,0.42,0.75
499,0.58,0.38,0.73
512,0.55,0.19,0.71
525,0.47,-0.23,0.66
538,0.44,-0.63,0.57
551,0.35,-0.82,0.54
565,0.30,-0.98,0.52
579,0.29,-0.96,0.52
592,0.27,-0.77,0.52
606,0.30,-0.58,0.58
620,0.40,-0.07,0.77
634,0.60,0.52,0.95
648,0.71,0.83,1.03
662,0.80,1.24,1.11
676,0.78,1.07,1.04
690,0.72,0.81,1.00
704,0.57,0.15,0.91
717,0.53,-0.20,0.80
730,0.41,-0.77,0.77
743,0.32,-1.10,0.70
756,0.31,-1.16,0.64
769,0.27,-0.99,0.63
782,0.30,-0.72,0.67
795,0.45,0.03,0.84
808,0.55,0.47,0.93
822,0.75,1.09,1.04
836,0.81,1.23,1.04
850,0.83,1.11,0.98
863,0.74,0.61,0.89
877,0.69,0.31,0.85
891,0.61,-0.25,0.75
905,0.52,-0.69,0.67
919,0.47,-0.84,0.63
933,0.40,-0.90,0.60
947,0.37,-0.80,0.60
960,0.44,-0.36,0.67
973,0.56,0.27,0.80
986,0.64,0.52,0.85
999,0.71,0.81,0.90
1012,0.74,0.80,0.90
1025,0.73,0.56,0.85
1038,0.70,0.38,0.82
1051,0.64,0.07,0.75
1064,0.59,-0.04,0.72
1077,0.54,-0.25,0.66
1091,0.47,-0.34,0.64
1105,0.41,-0.54,0.61
1119,0.35,-0.63,0.55
1133,0.32,-0.66,0.52
1146,0.34,-0.51,0.58
1160,0.37,-0.29,0.65
1173,0.54,0.29,0.81
1186,0.64,0.79,0.97
1200,0.81,1.00,1.01
1214,0.83,1.04,1.01
1228,0.81,0.90,0.97
1241,0.67,0.48,0.91
1254,0.62,0.22,0.89
1267,0.54,-0.30,0.82
1280,0.43,-0.71,0.78
1293,0.37,-0.85,0.76
1306,0.30,-0.91,0.67
1319,0.27,-0.82,0.67
1332,0.29,-0.49,0.70
1346,0.34,-0.23,0.79
1360,0.51,0.40,1.00
1374,0.68,0.90,1.18
1388,0.73,0.99,1.23
1402,0.73,0.79,1.22
1416,0.71,0.57,1.18
1429,0.62,0.14,1.05
1443,0.56,-0.21,0.91
1457,0.54,-0.35,0.84
1471,0.47,-0.57,0.74
1485,0.41,-0.69,0.65
1498,0.37,-0.68,0.63
1511,0.35,-0.50,0.65
1524,0.36,-0.37,0.64
1537,0.43,-0.02,0.68
1550,0.47,0.15,0.71
1563,0.65,0.54,0.86
1576,0.75,0.80,1.05
1589,0.81,1.29,1.35
1603,0.83,1.21,1.38
1616,0.75,0.57,1.26
1630,0.63,-0.18,0.94
1644,0.57,-0.48,0.75
1658,0.49,-0.87,0.43
1672,0.43,-1.05,0.22
1686,0.39,-1.09,0.12
1700,0.36,-1.03,0.02
1714,0.36,-0.92,0.08
1728,0.43,-0.41,0.37
1741,0.59,0.31,0.82
1754,0.66,0.64,1.05
1767,0.77,0.92,1.27
1780,0.82,0.82,1.28
1794,0.83,0.46,1.05
1807,0.82,0.25,0.89
1820,0.77,-0.16,0.54
1833,0.75,-0.34,0.41
1846,0.68,-0.59,0.14
1860,0.61,-0.74,-0.01
1874,0.57,-0.75,-0.04
1888,0.52,-0.56,0.06
1902,0.55,-0.37,0.47
1916,0.62,0.17,0.77
1930,0.69,0.67,1.31
1943,0.71,0.76,1.48
1956,0.73,0.55,1.59
1970,0.74,0.34,1.51
1984,0.73,-0.06,1.22
1998,0.74,-0.37,0.83
2011,0.73,-0.47,0.60
2024,0.71,-0.56,0.18
2037,0.71,-0.55,-0.04
2051,0.65,-0.48,-0.34
2064,0.60,-0.41,-0.35
2077,0.53,-0.13,-0.15
2090,0.52,0.36,0.32
2103,0.52,0.55,0.64
2116,0.51,0.64,1.24
2129,0.52,0.56,1.49
2143,0.53,0.22,1.72
2157,0.53,-0.00,1.74
2170,0.57,-0.40,1.54
2184,0.59,-0.67,1.21
2198,0.59,-0.71,1.02
2212,0.56,-0.66,0.65
2226,0.55,-0.60,0.28
2240,0.53,-0.43,0.19
2254,0.52,-0.11,0.17
2267,0.53,0.08,0.30
2280,0.58,0.53,0.65
2293,0.62,0.70,0.86
2306,0.64,0.71,1.20
2319,0.64,0.51,1.32
2332,0.65,0.07,1.29
2345,0.68,-0.14,1.19
2358,0.71,-0.44,0.88
2372,0.69,-0.61,0.56
2385,0.66,-0.61,0.42
2398,0.60,-0.51,0.09
2412,0.57,-0.40,-0.02
2426,0.52,-0.19,-0.13
2440,0.51,0.08,0.05
2454,0.50,0.25,0.21
2468,0.55,0.55,0.54
2482,0.55,0.67,1.01
2495,0.56,0.67,1.31
2509,0.51,0.57,1.86
2522,0.50,0.40,1.96
2535,0.48,-0.10,1.98
2548,0.47,-0.35,1.88
2561,0.44,-0.75,1.55
2574,0.43,-0.84,1.31
2587,0.44,-0.80,0.77
2600,0.42,-0.75,0.52
2613,0.39,-0.57,0.16
2627,0.39,-0.28,-0.07
2641,0.41,-0.12,-0.08
2655,0.49,0.38,0.26
2669,0.53,0.62,0.51
2683,0.60,0.82,1.01
