timestamp,accX,accY,accZ
2,0.94,0.31,0.00
16,0.93,0.31,0.01
29,0.93,0.31,0.02
42,0.92,0.33,0.01
56,0.92,0.33,0.02
69,0.92,0.33,0.02
83,0.92,0.34,0.01
96,0.96,0.37,-0.05
110,0.94,0.37,-0.10
123,0.93,0.35,-0.10
137,0.91,0.31,-0.09
151,0.90,0.30,-0.07
165,0.89,0.28,-0.02
179,0.87,0.26,0.04
192,0.85,0.25,0.06
206,0.83,0.24,0.10
219,0.81,0.23,0.11
232,0.77,0.21,0.15
245,0.77,0.20,0.18
258,0.75,0.19,0.20
272,0.73,0.22,0.19
285,0.72,0.24,0.18
298,0.70,0.27,0.16
311,0.69,0.28,0.15
324,0.68,0.29,0.13
337,0.69,0.29,0.11
350,0.69,0.32,0.07
363,0.68,0.33,0.03
377,0.65,0.36,-0.04
391,0.64,0.36,-0.11
405,0.62,0.35,-0.13
418,0.62,0.34,-0.16
431,0.61,0.35,-0.19
445,0.61,0.39,-0.24
458,0.58,0.40,-0.27
471,0.58,0.41,-0.31
485,0.55,0.46,-0.37
499,0.56,0.48,-0.39
512,0.53,0.55,-0.43
526,0.52,0.59,-0.43
540,0.51,0.66,-0.44
554,0.57,0.74,-0.47
568,0.54,0.79,-0.49
582,0.56,0.85,-0.53
596,0.56,0.91,-0.58
609,0.56,0.94,-0.59
623,0.54,0.95,-0.58
637,0.54,0.95,-0.57
651,0.53,0.94,-0.58
664,0.48,0.90,-0.58
677,0.49,0.88,-0.59
691,0.46,0.89,-0.59
705,0.44,0.89,-0.59
719,0.42,0.90,-0.57
733,0.43,0.91,-0.55
747,0.42,0.92,-0.55
760,0.41,0.94,-0.56
773,0.39,0.96,-0.56
786,0.38,0.98,-0.54
799,0.38,0.99,-0.52
812,0.38,1.06,-0.51
826,0.38,1.12,-0.51
840,0.40,1.14,-0.50
853,0.41,1.17,-0.47
866,0.40,1.18,-0.45
879,0.38,1.18,-0.42
893,0.37,1.16,-0.41
907,0.36,1.12,-0.39
921,0.34,1.07,-0.37
935,0.33,1.04,-0.38
949,0.29,0.97,-0.36
962,0.27,0.94,-0.34
975,0.24,0.90,-0.31
989,0.24,0.90,-0.28
1003,0.23,0.91,-0.28
1016,0.22,0.92,-0.28
1030,0.21,0.91,-0.28
1044,0.18,0.91,-0.26
1058,0.16,0.90,-0.22
1071,0.16,0.91,-0.21
1084,0.15,0.96,-0.19
1098,0.15,0.97,-0.19
1111,0.15,1.01,-0.18
1125,0.16,1.02,-0.16
1139,0.16,1.03,-0.16
1152,0.15,1.05,-0.17
1166,0.14,1.05,-0.17
1180,0.12,1.05,-0.17
1194,0.12,1.05,-0.15
1208,0.11,1.06,-0.15
1221,0.11,1.10,-0.14
1234,0.11,1.12,-0.13
1248,0.11,1.14,-0.09
1262,0.11,1.16,-0.07
1276,0.10,1.16,-0.05
1290,0.10,1.17,-0.01
1304,0.13,1.20,0.03
1318,0.14,1.22,0.04
1332,0.14,1.28,0.06
1346,0.15,1.31,0.07
1359,0.18,1.34,0.08
1373,0.22,1.35,0.09
1387,0.23,1.37,0.09
1400,0.22,1.39,0.08
1413,0.23,1.39,0.08
1426,0.25,1.38,0.08
1439,0.27,1.36,0.09
1453,0.27,1.33,0.16
1466,0.27,1.33,0.24
