timestamp,accX,accY,accZ
2,0.97,0.19,0.12
16,0.97,0.19,0.12
29,0.97,0.19,0.12
42,0.97,0.19,0.11
55,0.97,0.19,0.11
68,0.97,0.19,0.11
82,0.97,0.19,0.11
95,0.97,0.18,0.11
108,0.97,0.18,0.12
121,0.97,0.18,0.12
134,0.97,0.18,0.12
147,0.98,0.19,0.12
160,0.97,0.20,0.12
173,0.97,0.20,0.12
186,0.98,0.21,0.12
199,0.97,0.21,0.12
212,0.98,0.21,0.12
225,0.98,0.21,0.12
238,0.98,0.22,0.11
251,0.99,0.21,0.11
264,0.99,0.22,0.11
277,0.99,0.22,0.10
290,0.96,0.22,0.14
303,0.93,0.19,0.21
317,0.91,0.18,0.26
331,0.89,0.16,0.31
344,0.88,0.13,0.35
358,0.80,0.08,0.36
372,0.79,-0.04,0.46
386,0.76,-0.07,0.45
399,0.75,-0.11,0.45
413,0.75,-0.12,0.44
427,0.74,-0.07,0.36
440,0.70,-0.01,0.27
454,0.67,-0.01,0.25
467,0.69,0.02,0.19
480,0.68,0.06,0.15
493,0.67,0.14,0.06
506,0.66,0.17,0.02
519,0.66,0.20,-0.03
533,0.68,0.22,-0.09
547,0.67,0.28,-0.12
560,0.68,0.30,-0.20
574,0.67,0.33,-0.23
587,0.68,0.34,-0.29
601,0.67,0.37,-0.31
614,0.65,0.40,-0.35
628,0.64,0.40,-0.36
642,0.64,0.39,-0.36
655,0.60,0.39,-0.38
669,0.59,0.39,-0.38
683,0.56,0.44,-0.39
696,0.54,0.50,-0.39
709,0.54,0.56,-0.38
722,0.55,0.62,-0.37
736,0.55,0.65,-0.38
750,0.55,0.74,-0.41
764,0.51,0.79,-0.43
777,0.51,0.81,-0.44
790,0.50,0.83,-0.45
804,0.50,0.84,-0.46
818,0.50,0.88,-0.51
831,0.51,0.90,-0.54
845,0.49,0.96,-0.59
859,0.46,0.98,-0.60
872,0.44,0.96,-0.61
886,0.44,0.92,-0.59
899,0.42,0.90,-0.58
913,0.40,0.91,-0.57
926,0.38,0.99,-0.57
939,0.38,1.02,-0.56
953,0.39,1.07,-0.54
967,0.40,1.10,-0.54
981,0.40,1.12,-0.54
