timestamp,accX,accY,accZ
2,1.00,-0.06,0.01
16,1.00,-0.06,0.02
30,0.99,-0.06,0.02
44,0.99,-0.06,0.02
57,0.99,-0.06,0.02
71,1.00,-0.06,0.02
84,0.99,-0.06,0.01
98,0.99,-0.06,0.01
111,1.00,-0.06,0.01
125,0.99,-0.06,0.01
138,0.98,-0.07,0.01
152,0.98,-0.07,0.01
165,0.97,-0.08,0.01
178,0.97,-0.08,0.01
191,0.96,-0.08,0.00
205,0.95,-0.09,0.00
218,0.94,-0.10,0.00
231,0.92,-0.10,0.01
245,0.90,-0.12,0.01
258,0.90,-0.13,0.01
271,0.88,-0.15,0.01
285,0.87,-0.16,0.00
299,0.87,-0.17,-0.00
313,0.86,-0.16,-0.01
327,0.85,-0.15,-0.01
341,0.83,-0.15,-0.02
354,0.82,-0.17,-0.01
368,0.81,-0.17,-0.01
382,0.81,-0.17,-0.01
395,0.81,-0.17,-0.02
409,0.82,-0.12,-0.03
423,0.81,-0.07,-0.03
436,0.81,-0.05,-0.03
450,0.81,-0.02,-0.02
464,0.81,0.00,-0.02
477,0.81,0.04,-0.03
491,0.84,0.12,-0.03
504,0.83,0.15,-0.03
518,0.82,0.21,-0.03
532,0.82,0.23,-0.03
545,0.82,0.24,-0.02
558,0.84,0.25,-0.02
572,0.84,0.29,-0.02
585,0.82,0.34,-0.01
598,0.81,0.36,-0.01
611,0.81,0.41,-0.01
624,0.81,0.42,-0.01
637,0.81,0.45,0.00
650,0.80,0.47,0.01
663,0.78,0.50,0.03
676,0.77,0.52,0.04
689,0.75,0.55,0.06
702,0.74,0.56,0.07
715,0.75,0.56,0.09
729,0.75,0.58,0.10
742,0.76,0.59,0.10
755,0.73,0.63,0.09
769,0.71,0.65,0.09
782,0.69,0.67,0.10
795,0.68,0.67,0.10
808,0.67,0.68,0.11
822,0.67,0.69,0.11
835,0.66,0.72,0.12
848,0.66,0.75,0.12
862,0.65,0.79,0.12
875,0.63,0.83,0.12
888,0.62,0.84,0.12
902,0.58,0.84,0.13
915,0.56,0.83,0.13
929,0.56,0.83,0.14
942,0.54,0.85,0.15
956,0.53,0.89,0.16
970,0.54,0.96,0.12
983,0.54,0.99,0.09
997,0.52,1.00,0.07
1010,0.51,0.98,0.07
1023,0.49,0.93,0.08
1036,0.46,0.89,0.09
1049,0.43,0.88,0.10
1062,0.42,0.89,0.09
1075,0.41,0.91,0.07
1088,0.40,0.94,0.04
1101,0.39,0.95,0.02
1114,0.36,0.94,-0.00
1128,0.34,0.93,-0.00
1142,0.32,0.92,-0.01
1155,0.31,0.92,-0.01
1169,0.29,0.92,-0.03
1182,0.27,0.94,-0.03
1196,0.26,0.95,-0.03
1210,0.24,0.97,-0.03
1224,0.23,0.98,-0.03
1238,0.22,0.99,-0.03
1252,0.19,0.97,-0.03
1265,0.18,0.96,-0.02
1278,0.15,0.95,-0.01
1292,0.14,0.97,-0.02
1305,0.14,0.99,-0.03
1319,0.12,1.02,-0.06
1332,0.10,1.02,-0.07
1345,0.06,1.00,-0.07
1359,0.05,0.99,-0.07
1372,0.02,0.97,-0.06
1385,0.01,0.97,-0.06
1398,-0.01,0.98,-0.07
1412,-0.03,1.00,-0.08
1425,-0.05,1.01,-0.09
1438,-0.10,0.99,-0.09
1452,-0.12,0.98,-0.09
1466,-0.18,0.94,-0.09
1480,-0.24,0.90,-0.08
1493,-0.24,0.89,-0.09
1507,-0.25,0.91,-0.10
1520,-0.27,0.95,-0.11
1534,-0.31,1.01,-0.10
1547,-0.32,1.04,-0.09
1561,-0.31,1.08,-0.06
1574,-0.28,1.15,-0.01
1588,-0.26,1.19,0.00
1601,-0.23,1.31,0.04
1614,-0.18,1.47,0.08
1627,-0.09,1.58,0.15
1641,-0.04,1.57,0.16
1654,0.02,1.54,0.13
1667,0.00,1.47,0.10
1680,-0.06,1.40,0.09
1693,-0.13,1.26,0.05
1706,-0.16,1.21,0.03
1720,-0.24,1.15,-0.02
1733,-0.27,1.13,-0.04
1747,-0.31,1.09,-0.06
1760,-0.33,1.07,-0.06
1773,-0.34,1.02,-0.06
1786,-0.34,1.01,-0.06
1799,-0.33,1.01,-0.06
1812,-0.32,1.02,-0.08
1825,-0.31,1.02,-0.08
1838,-0.30,1.02,-0.09
1852,-0.30,1.02,-0.09
1866,-0.30,1.02,-0.09
1879,-0.30,1.01,-0.09
1893,-0.30,0.99,-0.08
1906,-0.31,0.96,-0.08
1920,-0.32,0.95,-0.08
1934,-0.33,0.93,-0.08
1948,-0.33,0.92,-0.08
1961,-0.34,0.91,-0.08
1975,-0.35,0.89,-0.08
1988,-0.35,0.88,-0.08
2001,-0.35,0.88,-0.09
2014,-0.35,0.88,-0.09
2027,-0.35,0.88,-0.09
2041,-0.35,0.88,-0.09
2054,-0.35,0.88,-0.09
