timestamp,accX,accY,accZ
2,0.96,0.30,0.05
16,0.95,0.30,0.06
29,0.95,0.29,0.06
42,0.95,0.29,0.06
55,0.95,0.28,0.07
68,0.94,0.29,0.06
81,0.94,0.29,0.06
94,0.93,0.28,0.06
107,0.94,0.26,0.07
120,0.94,0.24,0.08
134,0.94,0.28,0.08
148,0.94,0.26,0.07
161,0.95,0.29,0.06
174,0.95,0.29,0.05
187,0.95,0.30,0.05
200,0.95,0.30,0.05
214,0.95,0.30,0.05
227,0.95,0.30,0.05
240,0.96,0.29,0.06
253,0.95,0.29,0.07
267,0.96,0.28,0.08
280,0.95,0.29,0.09
294,0.95,0.28,0.10
307,0.95,0.29,0.12
320,0.94,0.29,0.13
333,0.94,0.29,0.16
346,0.93,0.28,0.17
359,0.93,0.28,0.19
372,0.92,0.28,0.20
386,0.91,0.29,0.20
399,0.89,0.29,0.21
412,0.88,0.29,0.22
425,0.86,0.30,0.23
438,0.85,0.30,0.24
451,0.85,0.30,0.26
464,0.85,0.30,0.27
477,0.84,0.29,0.27
491,0.84,0.27,0.28
504,0.83,0.23,0.28
517,0.84,0.22,0.26
530,0.81,0.21,0.23
543,0.81,0.21,0.20
556,0.80,0.22,0.14
569,0.79,0.24,0.08
582,0.77,0.23,0.06
595,0.76,0.22,0.01
608,0.76,0.21,-0.02
622,0.73,0.19,-0.07
636,0.73,0.17,-0.08
650,0.72,0.13,-0.11
663,0.72,0.15,-0.15
676,0.70,0.18,-0.19
689,0.71,0.21,-0.25
703,0.70,0.23,-0.29
716,0.66,0.26,-0.33
729,0.65,0.27,-0.33
742,0.67,0.28,-0.32
755,0.66,0.31,-0.33
768,0.65,0.39,-0.36
781,0.66,0.42,-0.36
794,0.66,0.49,-0.38
807,0.66,0.52,-0.39
821,0.67,0.57,-0.39
834,0.66,0.63,-0.40
848,0.66,0.66,-0.41
861,0.64,0.69,-0.43
874,0.64,0.69,-0.44
887,0.65,0.69,-0.46
901,0.64,0.68,-0.46
914,0.64,0.67,-0.47
927,0.62,0.69,-0.48
940,0.60,0.70,-0.47
953,0.59,0.72,-0.48
966,0.58,0.73,-0.48
979,0.57,0.73,-0.46
993,0.58,0.74,-0.46
1006,0.57,0.81,-0.45
1020,0.57,0.86,-0.44
1034,0.57,0.93,-0.44
1047,0.56,0.96,-0.44
1061,0.54,0.96,-0.42
